timestamp,power_kw,wind_speed_ms,wind_direction_deg,irradiance_wm2,voltage,current_a
2026-09-21T00:20:00Z,2801,6.00,240,689.44,380,4255.68
2026-09-21T00:30:00Z,2801,6.00,240,714.02,380,4255.68
2026-09-21T00:40:00Z,2809,6.01,240,737.24,380,4267.83
2026-09-21T00:50:00Z,2825,6.04,240,759.05,380,4292.14
2026-09-21T01:00:00Z,2849,6.08,240,779.42,380,4328.61
2026-09-21T01:10:00Z,2882,6.14,240,798.31,380,4378.75
2026-09-21T01:20:00Z,2922,6.20,240,815.68,380,4439.52
2026-09-21T01:30:00Z,2969,6.28,240,831.49,380,4510.93
2026-09-21T01:40:00Z,3024,6.37,240,845.72,380,4594.49
2026-09-21T01:50:00Z,3086,6.48,240,858.35,380,4688.69
2026-09-21T02:00:00Z,3153,6.59,240,869.33,380,4790.49
2026-09-21T02:10:00Z,3227,6.71,240,878.67,380,4902.92
2026-09-21T02:20:00Z,3306,6.84,240,886.33,380,5022.95
2026-09-21T02:30:00Z,3390,6.98,240,892.30,380,5150.57
2026-09-21T02:40:00Z,3478,7.13,240,896.58,380,5284.27
2026-09-21T02:50:00Z,3570,7.28,240,899.14,380,5424.05
2026-09-21T03:00:00Z,3665,7.44,240,900.00,380,5568.39
2026-09-21T03:10:00Z,3762,7.60,240,899.14,380,5715.77
2026-09-21T03:20:00Z,3860,7.77,240,896.58,380,5864.66
2026-09-21T03:30:00Z,3960,7.93,240,892.30,380,6016.60
2026-09-21T03:40:00Z,4060,8.10,240,886.33,380,6168.53
2026-09-21T03:50:00Z,4160,8.27,240,878.67,380,6320.47
2026-09-21T04:00:00Z,4258,8.43,240,869.33,380,6469.36
2026-09-21T04:10:00Z,4355,8.59,240,858.35,380,6616.74
2026-09-21T04:20:00Z,4449,8.75,240,845.72,380,6759.56
2026-09-21T04:30:00Z,4540,8.90,240,831.49,380,6897.82
2026-09-21T04:40:00Z,4627,9.05,240,815.68,380,7030.00
2026-09-21T04:50:00Z,4710,9.18,240,798.31,380,7156.10
2026-09-21T05:00:00Z,4788,9.31,240,779.42,380,7274.61
2026-09-21T05:10:00Z,4861,9.43,240,759.05,380,7385.53
2026-09-21T05:20:00Z,4928,9.55,240,737.24,380,7487.32
2026-09-21T05:30:00Z,4988,9.65,240,714.02,380,7578.48
2026-09-21T05:40:00Z,5041,9.73,240,689.44,380,7659.01
2026-09-21T05:50:00Z,5087,9.81,240,663.55,380,7728.90
2026-09-21T06:00:00Z,5126,9.88,240,636.40,380,7788.15
2026-09-21T06:10:00Z,5156,9.93,240,608.03,380,7833.73
2026-09-21T06:20:00Z,5179,9.97,240,578.51,380,7868.68
2026-09-21T06:30:00Z,5194,9.99,240,547.89,380,7891.47
2026-09-21T06:40:00Z,5200,10.00,240,516.22,380,7900.58
2026-09-21T06:50:00Z,5198,10.00,240,483.57,380,7897.54
2026-09-21T07:00:00Z,5187,9.98,240,450.00,380,7880.83
2026-09-21T07:10:00Z,5169,9.95,240,415.57,380,7853.48
2026-09-21T07:20:00Z,5142,9.90,240,380.36,380,7812.46
2026-09-21T07:30:00Z,5107,9.85,240,344.42,380,7759.28
2026-09-21T07:40:00Z,5065,9.77,240,307.82,380,7695.47
2026-09-21T07:50:00Z,5015,9.69,240,270.64,380,7619.50
2026-09-21T08:00:00Z,4958,9.60,240,232.94,380,7532.90
2026-09-21T08:10:00Z,4895,9.49,240,194.80,380,7437.18
2026-09-21T08:20:00Z,4825,9.38,240,156.28,380,7330.83
2026-09-21T08:30:00Z,4750,9.25,240,117.47,380,7216.88
2026-09-21T08:40:00Z,4669,9.12,240,78.44,380,7093.81
2026-09-21T08:50:00Z,4584,8.97,240,39.26,380,6964.67
2026-09-21T09:00:00Z,4495,8.82,240,0.00,380,6829.45
2026-09-21T09:10:00Z,4402,8.67,240,0.00,380,6688.15
2026-09-21T09:20:00Z,4306,8.51,240,0.00,380,6542.29
2026-09-21T09:30:00Z,4209,8.35,240,0.00,380,6394.91
2026-09-21T09:40:00Z,4110,8.18,240,0.00,380,6244.50
2026-09-21T09:50:00Z,4010,8.02,240,0.00,380,6092.56
2026-09-21T10:00:00Z,3910,7.85,240,0.00,380,5940.63
2026-09-21T10:10:00Z,3811,7.68,240,0.00,380,5790.22
2026-09-21T10:20:00Z,3713,7.52,240,0.00,380,5641.32
2026-09-21T10:30:00Z,3617,7.36,240,0.00,380,5495.46
2026-09-21T10:40:00Z,3523,7.21,240,0.00,380,5352.64
2026-09-21T10:50:00Z,3433,7.06,240,0.00,380,5215.90
2026-09-21T11:00:00Z,3347,6.91,240,0.00,380,5085.24
2026-09-21T11:10:00Z,3266,6.78,240,0.00,380,4962.17
2026-09-21T11:20:00Z,3189,6.65,240,0.00,380,4845.18
2026-09-21T11:30:00Z,3118,6.53,240,0.00,380,4737.31
2026-09-21T11:40:00Z,3054,6.42,240,0.00,380,4640.07
2026-09-21T11:50:00Z,2996,6.33,240,0.00,380,4551.95
2026-09-21T12:00:00Z,2944,6.24,240,0.00,380,4472.95
2026-09-21T12:10:00Z,2901,6.17,240,0.00,380,4407.61
2026-09-21T12:20:00Z,2864,6.11,240,0.00,380,4351.40
2026-09-21T12:30:00Z,2836,6.06,240,0.00,380,4308.86
2026-09-21T12:40:00Z,2816,6.03,240,0.00,380,4278.47
2026-09-21T12:50:00Z,2804,6.01,240,0.00,380,4260.24
2026-09-21T13:00:00Z,2800,6.00,240,0.00,380,4254.16
2026-09-21T13:10:00Z,2805,6.01,240,0.00,380,4261.76
2026-09-21T13:20:00Z,2818,6.03,240,0.00,380,4281.51
2026-09-21T13:30:00Z,2839,6.06,240,0.00,380,4313.41
2026-09-21T13:40:00Z,2868,6.11,240,0.00,380,4357.48
2026-09-21T13:50:00Z,2905,6.17,240,0.00,380,4413.69
2026-09-21T14:00:00Z,2949,6.25,240,0.00,380,4480.54
2026-09-21T14:10:00Z,3001,6.34,240,0.00,380,4559.55
2026-09-21T14:20:00Z,3060,6.43,240,0.00,380,4649.19
2026-09-21T14:30:00Z,3126,6.54,240,0.00,380,4749.47
2026-09-21T14:40:00Z,3197,6.66,240,0.00,380,4857.34
2026-09-21T14:50:00Z,3274,6.79,240,0.00,380,4974.33
