timestamp,power_kw,wind_speed_ms,wind_direction_deg,irradiance_wm2,voltage,current_a
2026-09-20T21:00:00Z,0,8.28,240,0.00,380,0.00
2026-09-20T21:10:00Z,118,8.12,240,39.26,380,179.28
2026-09-20T21:20:00Z,235,7.95,240,78.44,380,357.05
2026-09-20T21:30:00Z,352,7.78,240,117.47,380,534.81
2026-09-20T21:40:00Z,469,7.62,240,156.28,380,712.57
2026-09-20T21:50:00Z,584,7.46,240,194.80,380,887.30
2026-09-20T22:00:00Z,699,7.30,240,232.94,380,1062.02
2026-09-20T22:10:00Z,812,7.14,240,270.64,380,1233.71
2026-09-20T22:20:00Z,923,7.00,240,307.82,380,1402.35
2026-09-20T22:30:00Z,1033,6.86,240,344.42,380,1569.48
2026-09-20T22:40:00Z,1141,6.72,240,380.36,380,1733.57
2026-09-20T22:50:00Z,1247,6.60,240,415.57,380,1894.62
2026-09-20T23:00:00Z,1350,6.49,240,450.00,380,2051.11
2026-09-20T23:10:00Z,1451,6.38,240,483.57,380,2204.57
2026-09-20T23:20:00Z,1549,6.29,240,516.22,380,2353.46
2026-09-20T23:30:00Z,1644,6.21,240,547.89,380,2497.80
2026-09-20T23:40:00Z,1736,6.14,240,578.51,380,2637.58
2026-09-20T23:50:00Z,1824,6.09,240,608.03,380,2771.28
2026-09-21T00:00:00Z,1909,6.04,240,636.40,380,2900.43
2026-09-21T00:10:00Z,1991,6.02,240,663.55,380,3025.01
2026-09-21T00:20:00Z,2068,6.00,240,689.44,380,3142.00
2026-09-21T00:30:00Z,2142,6.00,240,714.02,380,3254.43
2026-09-21T00:40:00Z,2212,6.01,240,737.24,380,3360.79
2026-09-21T00:50:00Z,2277,6.04,240,759.05,380,3459.54
2026-09-21T01:00:00Z,2338,6.08,240,779.42,380,3552.22
2026-09-21T01:10:00Z,2395,6.14,240,798.31,380,3638.83
2026-09-21T01:20:00Z,2447,6.20,240,815.68,380,3717.83
2026-09-21T01:30:00Z,2494,6.28,240,831.49,380,3789.24
2026-09-21T01:40:00Z,2537,6.37,240,845.72,380,3854.57
2026-09-21T01:50:00Z,2575,6.48,240,858.35,380,3912.31
2026-09-21T02:00:00Z,2608,6.59,240,869.33,380,3962.45
2026-09-21T02:10:00Z,2636,6.71,240,878.67,380,4004.99
2026-09-21T02:20:00Z,2659,6.84,240,886.33,380,4039.93
2026-09-21T02:30:00Z,2677,6.98,240,892.30,380,4067.28
2026-09-21T02:40:00Z,2690,7.13,240,896.58,380,4087.03
2026-09-21T02:50:00Z,2697,7.28,240,899.14,380,4097.67
2026-09-21T03:00:00Z,2700,7.44,240,900.00,380,4102.23
2026-09-21T03:10:00Z,2697,7.60,240,899.14,380,4097.67
2026-09-21T03:20:00Z,2690,7.77,240,896.58,380,4087.03
2026-09-21T03:30:00Z,2677,7.93,240,892.30,380,4067.28
2026-09-21T03:40:00Z,2659,8.10,240,886.33,380,4039.93
2026-09-21T03:50:00Z,2636,8.27,240,878.67,380,4004.99
2026-09-21T04:00:00Z,2608,8.43,240,869.33,380,3962.45
2026-09-21T04:10:00Z,2575,8.59,240,858.35,380,3912.31
2026-09-21T04:20:00Z,2537,8.75,240,845.72,380,3854.57
2026-09-21T04:30:00Z,2494,8.90,240,831.49,380,3789.24
2026-09-21T04:40:00Z,2447,9.05,240,815.68,380,3717.83
2026-09-21T04:50:00Z,2395,9.18,240,798.31,380,3638.83
2026-09-21T05:00:00Z,2338,9.31,240,779.42,380,3552.22
2026-09-21T05:10:00Z,2277,9.43,240,759.05,380,3459.54
2026-09-21T05:20:00Z,2212,9.55,240,737.24,380,3360.79
2026-09-21T05:30:00Z,2142,9.65,240,714.02,380,3254.43
2026-09-21T05:40:00Z,2068,9.73,240,689.44,380,3142.00
2026-09-21T05:50:00Z,1991,9.81,240,663.55,380,3025.01
2026-09-21T06:00:00Z,1909,9.88,240,636.40,380,2900.43
2026-09-21T06:10:00Z,1824,9.93,240,608.03,380,2771.28
2026-09-21T06:20:00Z,1736,9.97,240,578.51,380,2637.58
2026-09-21T06:30:00Z,1644,9.99,240,547.89,380,2497.80
2026-09-21T06:40:00Z,1549,10.00,240,516.22,380,2353.46
2026-09-21T06:50:00Z,1451,10.00,240,483.57,380,2204.57
2026-09-21T07:00:00Z,1350,9.98,240,450.00,380,2051.11
2026-09-21T07:10:00Z,1247,9.95,240,415.57,380,1894.62
2026-09-21T07:20:00Z,1141,9.90,240,380.36,380,1733.57
2026-09-21T07:30:00Z,1033,9.85,240,344.42,380,1569.48
2026-09-21T07:40:00Z,923,9.77,240,307.82,380,1402.35
2026-09-21T07:50:00Z,812,9.69,240,270.64,380,1233.71
2026-09-21T08:00:00Z,699,9.60,240,232.94,380,1062.02
2026-09-21T08:10:00Z,584,9.49,240,194.80,380,887.30
2026-09-21T08:20:00Z,469,9.38,240,156.28,380,712.57
2026-09-21T08:30:00Z,352,9.25,240,117.47,380,534.81
2026-09-21T08:40:00Z,235,9.12,240,78.44,380,357.05
2026-09-21T08:50:00Z,118,8.97,240,39.26,380,179.28
2026-09-21T09:00:00Z,0,8.82,240,0.00,380,0.00
2026-09-21T09:10:00Z,0,8.67,240,0.00,380,0.00
2026-09-21T09:20:00Z,0,8.51,240,0.00,380,0.00
2026-09-21T09:30:00Z,0,8.35,240,0.00,380,0.00
2026-09-21T09:40:00Z,0,8.18,240,0.00,380,0.00
2026-09-21T09:50:00Z,0,8.02,240,0.00,380,0.00
2026-09-21T10:00:00Z,0,7.85,240,0.00,380,0.00
2026-09-21T10:10:00Z,0,7.68,240,0.00,380,0.00
2026-09-21T10:20:00Z,0,7.52,240,0.00,380,0.00
2026-09-21T10:30:00Z,0,7.36,240,0.00,380,0.00
2026-09-21T10:40:00Z,0,7.21,240,0.00,380,0.00
2026-09-21T10:50:00Z,0,7.06,240,0.00,380,0.00
2026-09-21T11:00:00Z,0,6.91,240,0.00,380,0.00
2026-09-21T11:10:00Z,0,6.78,240,0.00,380,0.00
2026-09-21T11:20:00Z,0,6.65,240,0.00,380,0.00
2026-09-21T11:30:00Z,0,6.53,240,0.00,380,0.00
2026-09-21T11:40:00Z,0,6.42,240,0.00,380,0.00
2026-09-21T11:50:00Z,0,6.33,240,0.00,380,0.00
2026-09-21T12:00:00Z,0,6.24,240,0.00,380,0.00
2026-09-21T12:10:00Z,0,6.17,240,0.00,380,0.00
2026-09-21T12:20:00Z,0,6.11,240,0.00,380,0.00
2026-09-21T12:30:00Z,0,6.06,240,0.00,380,0.00
2026-09-21T12:40:00Z,0,6.03,240,0.00,380,0.00
2026-09-21T12:50:00Z,0,6.01,240,0.00,380,0.00
2026-09-21T13:00:00Z,0,6.00,240,0.00,380,0.00
2026-09-21T13:10:00Z,0,6.01,240,0.00,380,0.00
2026-09-21T13:20:00Z,0,6.03,240,0.00,380,0.00
2026-09-21T13:30:00Z,0,6.06,240,0.00,380,0.00
2026-09-21T13:40:00Z,0,6.11,240,0.00,380,0.00
2026-09-21T13:50:00Z,0,6.17,240,0.00,380,0.00
2026-09-21T14:00:00Z,0,6.25,240,0.00,380,0.00
2026-09-21T14:10:00Z,0,6.34,240,0.00,380,0.00
2026-09-21T14:20:00Z,0,6.43,240,0.00,380,0.00
2026-09-21T14:30:00Z,0,6.54,240,0.00,380,0.00
2026-09-21T14:40:00Z,0,6.66,240,0.00,380,0.00
2026-09-21T14:50:00Z,0,6.79,240,0.00,380,0.00
