timestamp,power_kw,wind_speed_ms,wind_direction_deg,irradiance_wm2,voltage,current_a
2026-09-21T02:10:00Z,3196,6.71,240,878.67,380,4855.82
2026-09-21T02:20:00Z,3240,6.84,240,886.33,380,4922.67
2026-09-21T02:30:00Z,3284,6.98,240,892.30,380,4989.52
2026-09-21T02:40:00Z,3327,7.13,240,896.58,380,5054.85
2026-09-21T02:50:00Z,3370,7.28,240,899.14,380,5120.19
2026-09-21T03:00:00Z,3410,7.44,240,900.00,380,5180.96
2026-09-21T03:10:00Z,3449,7.60,240,899.14,380,5240.21
2026-09-21T03:20:00Z,3487,7.77,240,896.58,380,5297.95
2026-09-21T03:30:00Z,3522,7.93,240,892.30,380,5351.13
2026-09-21T03:40:00Z,3555,8.10,240,886.33,380,5401.26
2026-09-21T03:50:00Z,3585,8.27,240,878.67,380,5446.84
2026-09-21T04:00:00Z,3612,8.43,240,869.33,380,5487.87
2026-09-21T04:10:00Z,3635,8.59,240,858.35,380,5522.81
2026-09-21T04:20:00Z,3656,8.75,240,845.72,380,5554.72
2026-09-21T04:30:00Z,3672,8.90,240,831.49,380,5579.03
2026-09-21T04:40:00Z,3685,9.05,240,815.68,380,5598.78
2026-09-21T04:50:00Z,3693,9.18,240,798.31,380,5610.93
2026-09-21T05:00:00Z,3698,9.31,240,779.42,380,5618.53
2026-09-21T05:10:00Z,3697,9.43,240,759.05,380,5617.01
2026-09-21T05:20:00Z,3692,9.55,240,737.24,380,5609.41
2026-09-21T05:30:00Z,3683,9.65,240,714.02,380,5595.74
2026-09-21T05:40:00Z,3668,9.73,240,689.44,380,5572.95
2026-09-21T05:50:00Z,3648,9.81,240,663.55,380,5542.56
2026-09-21T06:00:00Z,3624,9.88,240,636.40,380,5506.10
2026-09-21T06:10:00Z,3594,9.93,240,608.03,380,5460.52
2026-09-21T06:20:00Z,3559,9.97,240,578.51,380,5407.34
2026-09-21T06:30:00Z,3519,9.99,240,547.89,380,5346.57
2026-09-21T06:40:00Z,3474,10.00,240,516.22,380,5278.20
2026-09-21T06:50:00Z,3424,10.00,240,483.57,380,5202.23
2026-09-21T07:00:00Z,3370,9.98,240,450.00,380,5120.19
2026-09-21T07:10:00Z,3310,9.95,240,415.57,380,5029.02
2026-09-21T07:20:00Z,3246,9.90,240,380.36,380,4931.79
2026-09-21T07:30:00Z,3178,9.85,240,344.42,380,4828.47
2026-09-21T07:40:00Z,3105,9.77,240,307.82,380,4717.56
2026-09-21T07:50:00Z,3029,9.69,240,270.64,380,4602.09
2026-09-21T08:00:00Z,2949,9.60,240,232.94,380,4480.54
2026-09-21T08:10:00Z,2865,9.49,240,194.80,380,4352.92
2026-09-21T08:20:00Z,2778,9.38,240,156.28,380,4220.73
2026-09-21T08:30:00Z,2689,9.25,240,117.47,380,4085.51
2026-09-21T08:40:00Z,2596,9.12,240,78.44,380,3944.21
2026-09-21T08:50:00Z,2502,8.97,240,39.26,380,3801.40
2026-09-21T09:00:00Z,2406,8.82,240,0.00,380,3655.54
2026-09-21T09:10:00Z,2367,8.67,240,0.00,380,3596.28
2026-09-21T09:20:00Z,2328,8.51,240,0.00,380,3537.03
2026-09-21T09:30:00Z,2287,8.35,240,0.00,380,3474.74
2026-09-21T09:40:00Z,2246,8.18,240,0.00,380,3412.44
2026-09-21T09:50:00Z,2204,8.02,240,0.00,380,3348.63
2026-09-21T10:00:00Z,2162,7.85,240,0.00,380,3284.82
2026-09-21T10:10:00Z,2121,7.68,240,0.00,380,3222.53
2026-09-21T10:20:00Z,2080,7.52,240,0.00,380,3160.23
2026-09-21T10:30:00Z,2040,7.36,240,0.00,380,3099.46
2026-09-21T10:40:00Z,2001,7.21,240,0.00,380,3040.20
2026-09-21T10:50:00Z,1964,7.06,240,0.00,380,2983.99
2026-09-21T11:00:00Z,1928,6.91,240,0.00,380,2929.29
2026-09-21T11:10:00Z,1894,6.78,240,0.00,380,2877.64
2026-09-21T11:20:00Z,1862,6.65,240,0.00,380,2829.02
2026-09-21T11:30:00Z,1833,6.53,240,0.00,380,2784.96
2026-09-21T11:40:00Z,1806,6.42,240,0.00,380,2743.93
2026-09-21T11:50:00Z,1781,6.33,240,0.00,380,2705.95
2026-09-21T12:00:00Z,1760,6.24,240,0.00,380,2674.04
2026-09-21T12:10:00Z,1742,6.17,240,0.00,380,2646.70
2026-09-21T12:20:00Z,1727,6.11,240,0.00,380,2623.91
2026-09-21T12:30:00Z,1715,6.06,240,0.00,380,2605.67
2026-09-21T12:40:00Z,1707,6.03,240,0.00,380,2593.52
2026-09-21T12:50:00Z,1702,6.01,240,0.00,380,2585.92
2026-09-21T13:00:00Z,1700,6.00,240,0.00,380,2582.88
2026-09-21T13:10:00Z,1702,6.01,240,0.00,380,2585.92
2026-09-21T13:20:00Z,1707,6.03,240,0.00,380,2593.52
2026-09-21T13:30:00Z,1716,6.06,240,0.00,380,2607.19
2026-09-21T13:40:00Z,1728,6.11,240,0.00,380,2625.42
2026-09-21T13:50:00Z,1744,6.17,240,0.00,380,2649.73
2026-09-21T14:00:00Z,1762,6.25,240,0.00,380,2677.08
2026-09-21T14:10:00Z,1784,6.34,240,0.00,380,2710.51
2026-09-21T14:20:00Z,1808,6.43,240,0.00,380,2746.97
2026-09-21T14:30:00Z,1836,6.54,240,0.00,380,2789.51
2026-09-21T14:40:00Z,1865,6.66,240,0.00,380,2833.57
2026-09-21T14:50:00Z,1898,6.79,240,0.00,380,2883.71
